mouse_life_stage,E12.5
parameter_id,IMPC_IMM_046_001
gene_accession_id,MGI:95457
parameter_name,DN CD44+CD62L- NKT cells
analysis_id,4cwd41551d20127
mouse_strain,C57BL
gene_symbol,Mecom
pvalue,0.5741982
