parameter_id,IMPC_ECH_001_001
parameter_name,End-Systolic Diameter
gene_symbol,Cldn19
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.07176408
analysis_id,2bvxb68a1363u4c
gene_accession_id,MGI:3033992
