parameter_id,IMPC_IMM_047_001
mouse_strain,C57BL
gene_symbol,Snrpb2
analysis_id,47ubywg67g51ib0
gene_accession_id,MGI:104805
parameter_name,DN CD44+CD62L+ NKT cells
pvalue,0.2114015
mouse_life_stage,Early adult
