gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_name,Right total retinal thickness
mouse_strain,C57BL
parameter_id,IMPC_EYE_062_001
pvalue,0.2461516
mouse_life_stage,E12.5
analysis_id,64po78l9o75r03s
