mouse_life_stage,Middle aged adult
pvalue,0.2536685
gene_accession_id,MGI:2140475
parameter_name,lens opacity
gene_symbol,AU040320
mouse_strain,C57BL
parameter_id,M-G-P_014_001_010
analysis_id,e2596o27frx4236
