gene_symbol,Dnaaf9
parameter_name,Gait
gene_accession_id,MGI:1923029
pvalue,0.2112576
analysis_id,y2kr79r9186sfs6
mouse_strain,C57BL
parameter_id,IMPC_CSD_033_001
mouse_life_stage,Early adult
