gene_symbol,Cntfr
analysis_id,7y3z2bnmz2w940g
parameter_id,IMPC_HEM_003_001
gene_accession_id,MGI:99605
parameter_name,Hemoglobin
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.8067187
