parameter_name,Body Weight
gene_symbol,Ahcy
gene_accession_id,MGI:87968
analysis_id,7amseo86m51cc92
parameter_id,M-G-P_012_001_005
pvalue,0.7790136
mouse_life_stage,E9.5
mouse_strain,C57BL
