gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
pvalue,0.3128252
parameter_id,IMPC_EYE_006_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,99zvi64jpe3n359
parameter_name,Narrow eye opening
