parameter_id,MGP_MLN_065_001
mouse_life_stage,E12.5
gene_symbol,Bmi1
gene_accession_id,MGI:88174
pvalue,0.6363945
mouse_strain,C57BL
analysis_id,8na2ymavp50249p
parameter_name,CD4+ T helper cells - % of CD45+
