parameter_id,IMPC_EYE_001_001
gene_symbol,Morn5
analysis_id,t41jq62bdf1c5ew
parameter_name,Eye
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
pvalue,0.6306973
mouse_strain,C57BL
