gene_symbol,Slc28a2
parameter_id,IMPC_IMM_006_001
gene_accession_id,MGI:1913105
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.09099585
parameter_name,Others
analysis_id,a2079a02jjc5xn6
