parameter_id,JAXLA_OFD_009_001
pvalue,0.2223666
mouse_life_stage,Early adult
analysis_id,j8h933e9856mblr
parameter_name,Whole arena average speed
mouse_strain,C57BL
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
