gene_symbol,Mecom
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
pvalue,0.8475518
parameter_name,Persistence of hyaloid vascular system
parameter_id,IMPC_EYE_027_001
mouse_strain,C3H
analysis_id,x4rn7lp6hgy74k2
