parameter_name,18kHz-evoked ABR Threshold
gene_accession_id,MGI:2140475
parameter_id,IMPC_ABR_008_001
gene_symbol,AU040320
mouse_strain,C57BL
analysis_id,186bkk2qo2s0vjs
mouse_life_stage,Late adult
pvalue,0.6272125
