gene_symbol,Inpp1
parameter_id,ESLIM_016_001_002
parameter_name,Red blood cell count
analysis_id,hlc1e78f75b175o
pvalue,0.5618666
mouse_strain,129SV
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
