Parameter_name,Whole arena resting time
Gene_symbol,Secisbp2l
Analysis_id,ll8g9b5esk7dnzd
Gene_accession_id,MGI:1917604
Pvalue,0.7238981
Mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,IMPC_OFD_007_001
