gene_symbol,Nanp
parameter_name,Periphery permanence time
gene_accession_id,MGI:1914561
mouse_strain,C57BL
parameter_id,IMPC_OFD_012_001
pvalue,0.08416838
mouse_life_stage,Early adult
analysis_id,b99dg3d0b0c7770
