parameter_name,Lean mass
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6576713
analysis_id,czi5h36pxr1d05n
gene_symbol,Exd1
parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:3045306
