gene_symbol,Dnajc8
mouse_life_stage,Early adult
pvalue,0.4067129
mouse_strain,C57BL
parameter_id,MGP_PBI_027_001
analysis_id,62q0g405e4h4v65
parameter_name,NK cell number
gene_accession_id,MGI:1915848
