gene_symbol,Fgb
mouse_strain,C57BL
analysis_id,6rr17qa21q1q810
mouse_life_stage,E15.5
parameter_name,Light side time spent
parameter_id,JAX_LDT_002_001
gene_accession_id,MGI:99501
pvalue,0.4272774
