parameter_id,IMPC_ABR_012_001
mouse_life_stage,Early adult
pvalue,0.8293308
mouse_strain,C57BL
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:106659
gene_symbol,Sprr1b
analysis_id,w37061551yx41s1
