parameter_id,ICS_FEA_019_001
gene_symbol,Hnf4a
gene_accession_id,MGI:109128
mouse_life_stage,Late adult
parameter_name,% Freezing duration pre-cue-2
mouse_strain,C57BL
pvalue,0.4807408
analysis_id,4gc4tnxq44b37oj
