gene_accession_id,MGI:894679
gene_symbol,Bach2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_018_001
pvalue,0.8646364
parameter_name,Respiration Rate
analysis_id,bpe670i26kf4523
