parameter_id,JAX_SLW_013_001
pvalue,0.9902162
analysis_id,93l2523hul0pvg9
parameter_name,Breath rate during sleep mean
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Alkbh3
