gene_symbol,Slc39a10
parameter_id,MGP_MLN_063_001
parameter_name,Total ab T cells - % of CD45+
gene_accession_id,MGI:1914515
analysis_id,05f7yx5x20wut6b
mouse_strain,C57BL
pvalue,0.7916833
mouse_life_stage,E9.5
