gene_symbol,Nucks1
mouse_strain,C57BL
parameter_id,IMPC_CBC_004_001
pvalue,0.3306182
gene_accession_id,MGI:1934811
parameter_name,Urea (Blood Urea Nitrogen - BUN)
mouse_life_stage,Middle aged adult
analysis_id,idugh58d0wfog5b
