parameter_id,IMPC_CSD_007_001
mouse_strain,129SV
gene_accession_id,MGI:1920638
pvalue,0.6834075
mouse_life_stage,Early adult
analysis_id,awmz4k84c5s9w1i
gene_symbol,Bpifa3
parameter_name,Coat - color - abdomen
