mouse_strain,129SV
parameter_id,IMPC_EYE_056_001
parameter_name,Mean left eye lens density
analysis_id,lq584ucp9y0tq56
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
pvalue,0.9915623
