gene_symbol,Snap23
analysis_id,lp66012lk9u2bjt
parameter_name,Periphery average speed
mouse_strain,C57BL
pvalue,0.8800846
mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_013_001
gene_accession_id,MGI:109356
