pvalue,6.69185e-05
mouse_life_stage,Early adult
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:1915848
mouse_strain,C57BL
gene_symbol,Dnajc8
analysis_id,783exm5tl7km758
parameter_id,IMPC_HEM_006_001
