mouse_life_stage,E9.5
pvalue,0.4209093
gene_accession_id,MGI:97838
analysis_id,di3fn01z8661ibr
mouse_strain,C57BL
gene_symbol,Eprs1
parameter_name,Effector Treg cells - % of Treg
parameter_id,MGP_IMM_010_001
