mouse_life_stage,Middle aged adult
parameter_name,Bone Mineral Content (excluding skull)
gene_symbol,Frmpd1
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_id,IMPC_DXA_005_001
pvalue,0.9845435
analysis_id,9y4ahh4782ixr7p
