parameter_id,IMPC_DXA_008_001
gene_symbol,Snap23
mouse_strain,C57BL
pvalue,0.7302666
parameter_name,Lean/Body weight
mouse_life_stage,Late adult
analysis_id,08x81l07493x01g
gene_accession_id,MGI:109356
