gene_symbol,Il1r1
parameter_id,IMPC_CBC_012_001
analysis_id,6jeu8hgy5147sir
gene_accession_id,MGI:96545
parameter_name,Aspartate aminotransferase
pvalue,0.9287517
mouse_strain,C57BL
mouse_life_stage,Early adult
