gene_symbol,Hpca
analysis_id,e5d2025b221sj5o
parameter_name,Retinal Blood Vessels
gene_accession_id,MGI:1336200
parameter_id,IMPC_EYE_024_001
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.9445189
