parameter_id,MGP_PBI_033_001
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
gene_symbol,Ahctf1
pvalue,0.1484132
mouse_strain,C57BL
parameter_name,CD8+ KLRG1+ alpha beta T cell number
analysis_id,98w9m77l06h2099
