gene_symbol,Zmynd19
pvalue,0.1154687
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
analysis_id,fre803k4q7incqa
parameter_name,B1B Cells
parameter_id,IMPC_IMM_064_001
mouse_strain,C57BL
