mouse_life_stage,Late adult
gene_accession_id,MGI:109356
gene_symbol,Snap23
parameter_name,Femur
analysis_id,6c3r2i248m22592
pvalue,0.08875169
mouse_strain,C57BL
parameter_id,IMPC_XRY_024_001
