parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Early adult
gene_symbol,Rab3gap2
parameter_name,Hindpaw - size
analysis_id,u3blh8370p9g3la
pvalue,0.614432
gene_accession_id,MGI:1916043
mouse_strain,C57BL
