gene_symbol,Bcs1l
mouse_life_stage,E12.5
analysis_id,l55qtb72p18kn15
mouse_strain,C57BL
parameter_name,Shape of vertebrae
pvalue,0.2593754
parameter_id,IMPC_XRY_018_001
gene_accession_id,MGI:1914071
