mouse_strain,C57BL
gene_accession_id,MGI:1913576
mouse_life_stage,Early adult
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_IMM_033_001
analysis_id,716346usvyd7435
pvalue,0.8311288
gene_symbol,Dnajc5b
