parameter_id,IMPC_GEO_064_001
parameter_name,Edema
analysis_id,e8w6e6ht14b1542
gene_accession_id,MGI:1860103
pvalue,0.9840647
mouse_strain,C57BL
gene_symbol,Slc2a8
mouse_life_stage,Early adult
