parameter_id,IMPC_DXA_002_001
mouse_strain,C57BL
gene_accession_id,MGI:3033992
mouse_life_stage,Early adult
analysis_id,h4h3pfprg6e630i
parameter_name,Fat mass
gene_symbol,Cldn19
pvalue,0.3170727
