gene_symbol,Frmpd1
analysis_id,577mfa5h25i93q4
parameter_name,Coat - hair texture / appearance - abdomen
mouse_strain,C57BL
pvalue,0.6179211
parameter_id,IMPC_CSD_016_001
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
