gene_symbol,Golm2
pvalue,0.8445877
gene_accession_id,MGI:2443129
mouse_strain,C57BL
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
parameter_id,JAXLA_OFD_020_001
analysis_id,y95z4ljxh5me2f6
