gene_symbol,Lurap1
pvalue,0.9168617
mouse_strain,C57BL
analysis_id,3p3qn4f2216woi4
parameter_name,lens
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_009
