parameter_id,JAXLA_CSD_077_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
analysis_id,fbp8a668ns6pnva
pvalue,0.09966819
parameter_name,Contact righting
mouse_strain,C57BL
