parameter_id,MGP_PBI_002_001
gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
pvalue,0.7724686
parameter_name,Alpha beta T cell percentage
analysis_id,852bqv7935o6e0f
