parameter_id,IMPC_XRY_021_001
mouse_strain,C57BL
gene_symbol,Bmi1
mouse_life_stage,E12.5
parameter_name,Humerus
pvalue,0.4772558
gene_accession_id,MGI:88174
analysis_id,xjr83iryi68ic13
