parameter_id,IMPC_GEL_032_001
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
pvalue,0.6169508
analysis_id,51csn26ldmmlpq8
gene_symbol,Fgb
parameter_name,Embryo Size
