parameter_id,IMPC_XRY_024_001
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Femur
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
analysis_id,u6589yoxaaw7rl1
pvalue,0.4737409
