parameter_name,Startle Response
mouse_life_stage,E12.5
gene_symbol,Tiprl
mouse_strain,C57BL
gene_accession_id,MGI:1915087
pvalue,0.1783249
analysis_id,u08a67a42p91c3h
parameter_id,M-G-P_008_001_013
