gene_symbol,DDX27
pvalue,0.5172263
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,5d6of8r5so1q7iw
parameter_id,IMPC_HEM_037_001
parameter_name,Basophil cell count
mouse_strain,C57BL
