parameter_name,Distance travelled - total
analysis_id,2726vnr9814h553
gene_symbol,Hspa5
mouse_strain,C57BL
pvalue,0.4676342
gene_accession_id,MGI:95835
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_020_001
