parameter_id,IMPC_XRY_022_001
analysis_id,88d3b87682xu6uc
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1371878
gene_symbol,Ntmt2
parameter_name,Radius
gene_accession_id,MGI:2685053
