gene_symbol,Mapkap1
parameter_name,% Freezing duration habituation-1
analysis_id,np7ps7a87158ky1
pvalue,0.08472768
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,ICS_FEA_016_001
gene_accession_id,MGI:2444554
