parameter_id,IMPC_GEL_029_001
analysis_id,v5ykty9igadew24
parameter_name,Midbrain
mouse_life_stage,E12.5
pvalue,0.0716638
gene_symbol,Hspa5
gene_accession_id,MGI:95835
mouse_strain,C57BL
