parameter_id,IMPC_ACS_035_001
pvalue,0.7088205
parameter_name,% Pre-pulse inhibition - PPI3
gene_accession_id,MGI:1914071
mouse_life_stage,Early adult
gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,z89t3xdc41yl4s4
