parameter_name,Creatinine
pvalue,0.1288171
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,mm454ve518ev4sw
gene_symbol,Hpca
parameter_id,HMGULA_CBC_005_001
