parameter_id,JAX_LDT_005_001
gene_symbol,Zmynd8
mouse_strain,129SV
parameter_name,Time mobile dark side
pvalue,0.6054562
analysis_id,6r103u70k6jz676
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
