gene_symbol,Ivd
gene_accession_id,MGI:1929242
parameter_name,Total bilirubin
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_008_001
analysis_id,j4634429742a425
mouse_strain,C57BL
pvalue,0.7468315
