parameter_id,IMPC_GEO_011_001
pvalue,0.3918046
parameter_name,Blood Vessel Morphology
mouse_life_stage,E9.5
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,k5km479p9831g7e
mouse_strain,C57BL
