parameter_id,JAX_OFD_016_001
mouse_strain,C57BL
parameter_name,Center permanence time
gene_symbol,Slc45a3
analysis_id,h7n9xa7uqh0g4x7
pvalue,0.08495724
gene_accession_id,MGI:1922082
mouse_life_stage,Early adult
